日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/03/26,"191,117,069","8,168,819,929",42.00,43.70,41.90,43.05,+1.35,"52,993"
110/03/29,"222,866,612","9,798,561,242",43.00,44.85,42.60,43.80,+0.75,"61,004"
110/03/30,"144,581,861","6,367,411,247",44.50,44.95,43.25,43.80, 0.00,"40,367"
110/03/31,"338,820,648","15,466,559,320",44.20,46.80,44.00,45.50,+1.70,"93,792"
110/04/01,"339,641,635","16,115,648,466",47.00,48.10,46.55,47.90,+2.40,"95,447"
110/04/06,"498,444,824","24,079,833,804",48.10,49.90,46.05,49.50,+1.60,"140,765"
110/04/07,"357,957,439","17,922,016,591",49.15,51.70,48.30,50.50,+1.00,"108,871"
110/04/08,"275,632,802","14,242,190,739",50.70,52.70,50.10,52.30,+1.80,"75,998"
110/04/09,"388,104,373","19,608,602,667",52.50,52.70,49.00,50.00,-2.30,"115,625"
110/04/12,"350,197,879","19,059,107,496",52.90,55.00,52.10,55.00,+5.00,"84,438"
110/04/13,"428,170,963","24,211,468,829",55.30,59.00,54.00,56.90,+1.90,"131,720"
110/04/14,"629,634,988","36,574,890,410",58.60,60.40,54.20,59.90,+3.00,"190,930"
110/04/15,"284,632,605","16,934,060,887",59.00,60.40,58.20,59.00,-0.90,"93,188"
110/04/16,"331,928,707","20,265,069,419",59.90,64.30,58.80,63.30,+4.30,"103,719"
110/04/19,"434,130,445","29,338,382,661",65.00,69.50,64.70,68.00,+4.70,"139,902"
110/04/20,"335,489,417","22,878,953,235",69.00,69.30,66.00,69.00,+1.00,"118,385"
110/04/21,"435,783,188","32,020,737,736",69.50,75.90,68.20,75.90,+6.90,"144,237"
110/04/22,"767,030,581","60,205,936,835",78.90,83.00,71.90,72.90,-3.00,"275,161"
110/04/23,"580,690,525","41,286,795,336",74.50,76.20,67.50,69.90,-3.00,"210,940"
110/04/26,"393,008,082","29,399,438,596",71.80,76.80,71.20,76.80,+6.90,"132,422"
110/04/27,"585,923,356","46,223,231,842",78.50,80.90,76.50,77.50,+0.70,"212,645"
110/04/28,"367,153,609","28,843,262,665",79.10,80.40,75.90,76.80,-0.70,"128,331"
110/04/29,"325,427,165","24,864,907,123",77.80,79.00,74.60,79.00,+2.20,"108,371"
110/05/03,"552,286,582","46,978,625,281",84.00,86.90,81.60,86.60,+7.60,"191,384"
110/05/04,"678,919,413","56,162,741,855",86.60,89.10,78.00,78.00,-8.60,"256,600"
110/05/05,"483,150,034","38,099,726,976",77.00,82.40,74.40,79.90,+1.90,"180,277"
110/05/06,"437,575,001","36,121,603,449",84.00,85.50,78.80,81.10,+1.20,"152,833"
110/05/07,"352,244,718","29,230,697,687",84.00,85.00,80.50,85.00,+3.90,"119,897"
110/05/10,"439,837,566","40,421,975,778",88.50,93.50,87.30,93.50,+8.50,"133,224"
110/05/11,"828,793,546","79,113,581,994",91.60,100.00,89.10,95.60,+2.10,"314,857"
110/05/12,"441,547,614","39,733,135,160",93.50,95.50,86.10,86.10,-9.50,"167,365"
110/05/13,"501,816,723","39,582,467,828",77.50,85.00,77.50,77.50,-8.60,"182,373"
110/05/14,"627,472,150","45,762,287,592",78.50,79.90,69.80,70.10,-7.40,"211,303"
110/05/17,"513,416,094","33,777,195,458",65.00,70.00,63.10,63.10,-7.00,"161,195"
110/05/18,"264,091,539","18,015,414,506",67.80,69.40,65.20,69.40,+6.30,"66,686"
110/05/19,"425,368,888","31,800,340,662",72.40,76.30,72.10,76.30,+6.90,"137,311"
110/05/20,"785,537,784","61,824,822,481",76.30,82.20,75.00,77.00,+0.70,"301,833"
110/05/21,"592,334,120","48,780,487,121",81.00,84.70,80.10,84.70,+7.70,"216,135"
110/05/24,"710,048,509","62,243,176,619",85.30,91.40,83.30,86.40,+1.70,"297,560"
110/05/25,"650,675,005","54,779,103,540",89.50,90.50,78.00,82.40,-4.00,"271,132"
110/05/26,"585,123,409","49,227,896,726",83.40,87.00,79.50,85.60,+3.20,"236,995"
110/05/27,"575,706,938","50,563,262,320",86.80,89.80,85.60,87.70,+2.10,"216,599"
110/05/28,"694,445,689","64,034,742,902",89.50,96.40,87.70,96.40,+8.70,"266,694"
110/05/31,"670,726,907","67,815,520,019",99.50,105.50,96.60,98.60,+2.20,"248,315"
110/06/01,"542,547,770","55,984,576,106",101.50,108.00,98.20,108.00,+9.40,"196,823"
110/06/02,"696,150,855","78,107,414,405",110.00,115.50,108.50,110.50,+2.50,"232,375"
110/06/03,"561,492,548","65,330,004,183",114.00,121.00,112.50,119.00,+8.50,"185,050"
110/06/04,"440,988,606","52,466,457,011",119.00,121.50,116.00,116.50,-2.50,"174,236"
110/06/07,"669,467,351","74,752,165,886",119.00,120.50,105.00,110.50,-6.00,"248,926"
110/06/08,"330,480,631","37,704,624,871",110.50,116.00,110.50,115.50,+5.00,"116,444"
110/06/09,"477,004,836","56,063,840,722",120.00,120.50,114.00,116.00,+0.50,"164,394"
110/06/10,"459,723,293","51,908,740,337",117.50,118.50,108.00,113.50,-2.50,"162,179"
110/06/11,"557,814,484","66,984,563,052",115.50,124.00,114.00,124.00,+10.50,"196,085"
110/06/15,"568,452,530","74,716,595,369",127.00,136.00,125.50,136.00,+12.00,"202,709"
110/06/16,"1,016,327,939","142,215,452,735",138.00,147.50,132.00,133.50,-2.50,"460,968"
110/06/17,"495,359,084","65,757,982,384",133.50,136.50,127.00,136.50,+3.00,"205,299"
110/06/18,"148,829,017","20,739,214,241",133.50,142.50,133.00,140.00,+3.50,"75,058"
110/06/21,"151,590,788","22,496,541,477",139.00,153.50,139.00,152.00,+12.00,"86,632"
110/06/22,"146,871,605","22,946,066,107",158.50,160.00,149.00,153.50,+1.50,"86,744"
110/06/23,"174,223,591","24,909,763,848",148.00,150.50,138.50,138.50,-15.00,"123,163"
110/06/24,"135,489,137","19,902,117,472",136.50,152.00,136.00,152.00,+13.50,"74,539"
110/06/25,"135,737,480","21,371,153,273",157.00,160.00,151.00,160.00,+8.00,"75,666"
110/06/28,"93,215,970","16,109,523,245",168.00,176.00,168.00,176.00,+16.00,"52,644"
110/06/29,"149,511,580","26,757,234,533",180.00,185.00,170.00,179.50,+3.50,"102,292"
110/06/30,"125,997,432","24,038,964,067",181.50,197.00,181.50,197.00,+17.50,"78,493"
110/07/01,"166,820,727","34,549,760,104",204.00,216.00,195.00,213.00,+16.00,"123,597"
110/07/02,"546,720,591","114,473,131,360",213.00,219.00,200.00,206.50,-6.50,"296,613"
110/07/05,"479,693,557","100,069,995,951",217.00,218.00,197.50,217.00,+10.50,"239,131"
110/07/06,"528,658,303","118,869,174,580",218.50,233.00,212.00,224.00,+7.00,"287,488"
110/07/07,"79,902,624","16,720,371,381",215.50,220.50,202.00,202.00,-22.00,"55,253"
110/07/08,"93,853,041","18,277,084,585",202.00,213.00,182.00,207.50,+5.50,"49,865"
110/07/09,"106,867,151","20,413,243,955",187.00,201.50,187.00,187.00,-20.50,"72,628"
110/07/12,"62,036,379","11,478,840,019",195.00,197.50,174.50,183.00,-4.00,"37,539"
110/07/13,"81,004,385","13,696,103,430",187.00,187.00,165.00,165.00,-18.00,"57,155"
110/07/14,"136,852,475","20,662,615,036",156.00,157.00,148.50,148.50,-16.50,"77,946"
110/07/15,"51,112,894","8,099,329,483",154.00,163.00,154.00,163.00,+14.50,"23,737"
110/07/16,"80,682,722","14,061,652,188",168.00,179.00,168.00,178.50,+15.50,"41,760"
110/07/19,"47,564,300","8,858,084,961",186.00,189.00,183.50,186.00,+7.50,"26,201"
110/07/20,"60,992,220","10,463,067,258",183.00,183.00,168.00,169.50,-16.50,"30,783"
110/07/21,"639,391,967","104,750,881,868",180.00,183.50,153.00,155.00,-14.50,"313,324"
110/07/22,"618,331,949","89,543,093,621",157.50,157.50,139.50,143.50,-11.50,"294,612"
110/07/23,"532,740,856","79,345,700,589",147.50,157.00,140.00,154.00,+10.50,"246,139"
110/07/26,"376,197,401","55,441,920,400",152.50,153.50,140.00,140.50,-13.50,"174,917"
110/07/27,"520,030,676","67,901,279,055",133.50,137.50,126.50,126.50,-14.00,"240,272"
110/07/28,"672,888,933","83,740,669,866",126.50,133.00,116.50,131.50,+5.00,"277,241"
110/07/29,"580,464,332","80,226,092,029",136.00,144.50,131.50,144.50,+13.00,"249,498"
110/07/30,"775,707,663","110,746,265,916",145.00,150.50,131.00,132.00,-12.50,"342,643"
110/08/02,"654,101,689","87,163,069,053",133.00,144.50,123.50,141.50,+9.50,"281,788"
110/08/03,"572,352,123","81,384,687,489",140.50,146.50,137.50,141.00,-0.50,"241,321"
110/08/04,"301,280,543","42,974,650,502",141.00,145.00,140.50,143.50,+2.50,"121,158"
110/08/05,"275,125,528","38,602,640,303",143.50,144.50,137.00,138.50,-5.00,"123,296"
110/08/06,"483,808,973","69,981,671,219",138.00,149.00,137.00,142.00,+3.50,"216,663"
110/08/09,"336,946,441","48,718,820,491",143.00,147.50,142.00,142.50,+0.50,"146,560"
110/08/10,"411,742,074","59,071,157,421",147.00,148.50,138.00,139.50,-3.00,"170,024"
110/08/11,"507,389,998","67,973,974,847",140.00,141.50,126.50,132.00,-7.50,"212,961"
110/08/12,"308,309,639","41,306,359,750",134.50,137.00,130.50,137.00,+5.00,"132,067"
110/08/13,"213,785,296","29,158,269,838",137.50,139.50,130.50,130.50,-6.50,"102,785"
110/08/16,"165,834,653","21,950,143,678",132.50,135.00,129.00,130.50, 0.00,"77,103"
110/08/17,"144,221,803","18,832,249,491",133.50,135.00,126.00,126.50,-4.00,"72,845"
110/08/18,"273,901,893","35,824,651,128",124.00,136.00,121.50,136.00,X0.00,"117,954"
110/08/19,"321,246,335","42,829,774,176",136.00,138.50,127.50,128.00,-8.00,"152,357"
110/08/20,"225,267,651","29,638,774,077",131.50,134.00,128.50,132.50,+4.50,"95,488"
