日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/02/12,"10,309,287","121,732,460",11.75,11.90,11.70,11.80,+0.15,"2,299"
109/02/13,"10,738,163","127,465,965",11.90,11.95,11.80,11.90,+0.10,"2,224"
109/02/14,"5,974,302","70,231,401",11.85,11.85,11.65,11.75,-0.15,"1,528"
109/02/17,"14,608,747","169,083,198",11.60,11.65,11.50,11.55,-0.20,"2,775"
109/02/18,"11,488,440","134,399,345",11.50,11.85,11.50,11.80,+0.25,"2,428"
109/02/19,"17,521,990","209,775,632",11.85,12.05,11.80,11.95,+0.15,"2,963"
109/02/20,"9,891,715","117,532,470",12.05,12.10,11.75,11.85,-0.10,"1,912"
109/02/21,"6,358,715","74,954,533",11.80,11.90,11.70,11.75,-0.10,"1,472"
109/02/24,"10,227,904","118,881,738",11.70,11.75,11.55,11.55,-0.20,"2,350"
109/02/25,"7,969,925","92,854,257",11.50,11.80,11.45,11.70,+0.15,"1,986"
109/02/26,"6,680,201","77,735,601",11.55,11.70,11.55,11.60,-0.10,"1,527"
109/02/27,"14,806,845","171,096,100",11.60,11.70,11.50,11.55,-0.05,"3,239"
109/03/02,"11,371,015","130,172,527",11.40,11.55,11.35,11.40,-0.15,"2,782"
109/03/03,"10,575,116","121,293,868",11.55,11.65,11.40,11.40, 0.00,"2,575"
109/03/04,"17,465,059","201,470,849",11.45,11.60,11.40,11.55,+0.15,"2,012"
109/03/05,"26,126,904","306,466,607",11.60,11.95,11.55,11.85,+0.30,"2,732"
109/03/06,"10,989,456","128,671,328",11.70,11.85,11.60,11.70,-0.15,"2,735"
109/03/09,"24,954,959","285,403,994",11.60,11.60,11.30,11.40,-0.30,"4,571"
109/03/10,"30,017,233","348,095,275",11.35,11.85,11.30,11.70,+0.30,"4,710"
109/03/11,"13,353,851","156,171,323",11.70,11.80,11.50,11.55,-0.15,"3,730"
109/03/12,"28,715,813","322,770,733",11.50,11.55,11.10,11.10,-0.45,"6,119"
109/03/13,"31,335,247","321,740,047",10.15,10.60,10.10,10.45,-0.65,"6,387"
109/03/16,"29,131,448","293,858,976",10.50,10.50,9.86,9.86,-0.59,"6,630"
109/03/17,"29,174,564","276,796,785",9.41,9.70,9.32,9.42,-0.44,"7,167"
109/03/18,"22,510,059","216,855,169",9.46,9.98,9.38,9.50,+0.08,"7,116"
109/03/19,"27,928,009","256,868,695",9.45,9.45,8.90,9.20,-0.30,"7,711"
109/03/20,"18,257,505","174,364,910",9.40,9.72,9.40,9.60,+0.40,"5,516"
109/03/23,"13,930,087","128,075,826",9.20,9.35,8.97,9.24,-0.36,"3,519"
109/03/24,"15,228,404","145,208,451",9.51,9.72,9.30,9.44,+0.20,"4,412"
109/03/25,"18,416,080","178,607,936",9.58,9.91,9.58,9.68,+0.24,"5,913"
109/03/26,"10,332,621","99,706,243",9.82,9.85,9.55,9.67,-0.01,"3,027"
109/03/27,"20,127,371","193,512,682",9.77,9.79,9.40,9.40,-0.27,"4,705"
109/03/30,"13,666,419","125,171,246",9.20,9.24,9.01,9.23,-0.17,"3,592"
109/03/31,"13,597,672","125,548,811",9.34,9.44,9.12,9.25,+0.02,"3,469"
109/04/01,"10,701,525","97,670,028",9.19,9.19,9.10,9.10,-0.15,"3,545"
109/04/06,"12,875,253","116,377,194",9.15,9.16,8.97,9.11,+0.01,"3,309"
109/04/07,"14,454,432","133,648,060",9.24,9.35,9.17,9.26,+0.15,"4,218"
109/04/08,"16,924,665","161,304,871",9.26,9.69,9.23,9.66,+0.40,"4,847"
109/04/09,"33,924,385","343,287,309",9.72,10.30,9.72,10.25,+0.59,"8,585"
109/04/10,"14,150,900","144,187,657",10.35,10.35,10.05,10.20,-0.05,"3,308"
109/04/13,"11,667,669","118,147,718",10.25,10.25,10.00,10.05,-0.15,"3,722"
109/04/14,"14,006,395","142,746,278",10.15,10.30,10.10,10.15,+0.10,"3,391"
109/04/15,"32,565,018","342,483,268",10.35,10.80,10.30,10.35,+0.20,"8,231"
109/04/16,"16,207,467","166,056,793",10.30,10.35,10.15,10.30,-0.05,"4,261"
109/04/17,"17,816,694","184,127,285",10.50,10.60,10.20,10.25,-0.05,"4,348"
109/04/20,"23,476,166","237,472,803",10.25,10.25,10.05,10.10,-0.15,"2,681"
109/04/21,"25,693,659","257,016,175",10.10,10.25,9.83,9.88,-0.22,"5,594"
109/04/22,"8,692,104","84,963,904",9.80,9.92,9.61,9.88, 0.00,"2,619"
109/04/23,"9,360,981","93,781,471",9.93,10.15,9.93,10.05,+0.17,"1,975"
109/04/24,"7,235,736","72,314,634",10.05,10.10,9.91,9.94,-0.11,"1,789"
109/04/27,"10,720,698","109,176,151",10.10,10.25,10.05,10.20,+0.26,"2,814"
109/04/28,"21,248,642","222,096,227",10.35,10.60,10.25,10.55,+0.35,"4,488"
109/04/29,"33,434,503","359,880,044",10.65,10.85,10.60,10.70,+0.15,"8,462"
109/04/30,"43,075,507","475,161,627",11.00,11.15,10.75,11.10,+0.40,"10,610"
109/05/04,"15,988,665","171,786,402",10.75,10.85,10.60,10.75,-0.35,"3,562"
109/05/05,"13,792,138","146,838,292",10.75,10.80,10.50,10.65,-0.10,"2,611"
109/05/06,"9,321,821","98,316,342",10.65,10.65,10.45,10.55,-0.10,"2,148"
109/05/07,"5,879,421","62,470,184",10.60,10.70,10.55,10.60,+0.05,"1,507"
109/05/08,"9,098,209","96,319,180",10.70,10.75,10.50,10.55,-0.05,"2,679"
109/05/11,"10,946,505","118,229,793",10.70,10.90,10.65,10.75,+0.20,"3,153"
109/05/12,"11,107,426","117,339,843",10.65,10.70,10.50,10.50,-0.25,"2,871"
109/05/13,"7,022,995","73,978,270",10.50,10.60,10.45,10.60,+0.10,"1,612"
109/05/14,"12,178,053","127,152,683",10.55,10.55,10.35,10.35,-0.25,"2,611"
109/05/15,"7,722,192","80,397,531",10.45,10.50,10.35,10.45,+0.10,"1,884"
109/05/18,"12,938,292","137,261,887",10.45,10.70,10.45,10.70,+0.25,"3,199"
109/05/19,"16,721,681","180,667,650",10.95,11.00,10.70,10.70, 0.00,"3,606"
109/05/20,"16,830,943","181,289,968",10.80,10.85,10.70,10.75,+0.05,"5,359"
109/05/21,"50,540,720","556,764,447",11.00,11.15,10.90,11.00,+0.25,"10,542"
109/05/22,"13,613,401","148,153,822",10.95,11.05,10.75,10.75,-0.25,"3,195"
109/05/25,"6,768,042","72,740,518",10.80,10.85,10.65,10.75, 0.00,"1,510"
109/05/26,"8,628,610","94,129,714",10.90,10.95,10.85,10.95,+0.20,"1,883"
109/05/27,"12,072,572","131,536,961",11.00,11.05,10.80,10.85,-0.10,"2,910"
109/05/28,"28,330,734","312,383,435",10.90,11.20,10.85,10.90,+0.05,"5,665"
109/05/29,"24,278,157","265,744,560",10.90,11.05,10.75,10.90, 0.00,"3,817"
109/06/01,"24,207,299","271,866,613",11.05,11.35,11.00,11.20,+0.30,"6,735"
109/06/02,"13,347,786","149,824,187",11.25,11.35,11.10,11.25,+0.05,"2,893"
109/06/03,"13,754,526","154,944,666",11.30,11.35,11.20,11.30,+0.05,"3,347"
109/06/04,"15,921,841","179,674,780",11.35,11.40,11.20,11.25,-0.05,"4,167"
109/06/05,"30,560,967","349,103,832",11.25,11.65,11.20,11.40,+0.15,"6,901"
109/06/08,"20,189,886","230,872,960",11.55,11.60,11.35,11.35,-0.05,"3,786"
109/06/09,"16,461,354","186,746,479",11.40,11.45,11.25,11.30,-0.05,"3,712"
109/06/10,"17,322,286","195,662,293",11.30,11.35,11.25,11.25,-0.05,"3,188"
109/06/11,"22,488,858","248,860,519",11.25,11.30,10.90,10.95,-0.30,"4,846"
109/06/12,"15,864,904","170,032,644",10.60,10.90,10.50,10.85,-0.10,"3,691"
109/06/15,"12,619,413","136,283,406",10.85,10.90,10.75,10.75,-0.10,"2,747"
109/06/16,"16,083,889","178,234,129",10.95,11.25,10.85,11.25,+0.50,"3,622"
109/06/17,"11,679,497","130,782,298",11.35,11.35,11.10,11.25, 0.00,"3,933"
109/06/18,"16,631,083","182,824,813",11.25,11.25,10.90,11.00,-0.25,"5,749"
109/06/19,"26,100,446","282,664,685",11.00,11.05,10.75,10.80,-0.20,"7,968"
109/06/22,"13,802,647","148,928,318",10.80,10.95,10.70,10.75,-0.05,"4,723"
109/06/23,"15,189,404","163,088,447",10.85,10.90,10.65,10.75, 0.00,"2,761"
109/06/24,"10,823,580","116,660,452",10.85,10.90,10.70,10.75, 0.00,"3,450"
109/06/29,"8,996,675","97,117,276",10.70,10.90,10.70,10.75, 0.00,"1,920"
109/06/30,"8,542,366","92,205,082",10.90,10.90,10.75,10.75, 0.00,"2,953"
109/07/01,"4,271,422","46,321,586",10.75,10.90,10.75,10.85,+0.10,"1,144"
109/07/02,"8,809,553","95,742,101",10.85,11.00,10.80,10.80,-0.05,"2,039"
109/07/03,"30,237,180","336,310,157",11.00,11.20,10.95,11.15,+0.35,"6,187"
109/07/06,"27,822,960","308,918,588",11.20,11.25,11.00,11.15, 0.00,"5,901"
109/07/07,"25,392,748","282,854,135",11.20,11.25,11.00,11.25,+0.10,"6,807"
109/07/08,"20,550,852","229,528,808",11.25,11.35,11.05,11.15,-0.10,"8,035"
109/07/09,"12,426,231","137,556,245",11.15,11.20,11.00,11.05,-0.10,"2,999"
109/07/10,"17,662,445","191,680,630",11.05,11.05,10.75,10.75,-0.30,"8,636"
109/07/13,"13,650,734","147,439,291",10.85,10.90,10.75,10.80,+0.05,"6,127"
109/07/14,"11,590,524","124,513,994",10.85,10.85,10.65,10.70,-0.10,"4,526"
109/07/15,"15,156,927","163,998,833",10.85,10.90,10.75,10.85,+0.15,"7,349"
109/07/16,"14,915,917","163,724,837",10.95,11.10,10.85,11.05,+0.20,"2,488"
109/07/17,"8,925,623","97,827,626",11.10,11.15,10.85,10.85,-0.20,"1,856"
109/07/20,"8,109,004","87,799,611",10.90,10.95,10.80,10.80,-0.05,"1,865"
109/07/21,"8,553,359","93,603,432",10.80,11.00,10.80,10.95,+0.15,"2,146"
109/07/22,"10,375,506","113,239,483",10.95,11.05,10.85,10.95, 0.00,"2,936"
109/07/23,"8,914,281","96,796,894",10.95,11.00,10.80,10.85,-0.10,"2,581"
109/07/24,"13,614,690","146,281,860",10.85,10.90,10.65,10.70,-0.15,"3,629"
109/07/27,"13,681,640","149,361,339",11.00,11.00,10.80,10.80,+0.10,"2,500"
109/07/28,"10,731,796","115,591,097",10.85,10.90,10.70,10.70,-0.10,"2,516"
109/07/29,"14,137,896","154,342,262",10.70,11.00,10.70,10.95,+0.25,"2,604"
109/07/30,"12,502,270","137,810,220",11.00,11.10,10.95,11.05,+0.10,"2,376"
109/07/31,"19,479,760","217,062,860",11.10,11.25,11.00,11.00,-0.05,"3,188"
109/08/03,"11,690,844","129,645,951",11.10,11.20,10.95,11.05,+0.05,"2,056"
109/08/04,"8,830,937","98,176,227",11.10,11.15,11.05,11.10,+0.05,"2,646"
109/08/05,"5,229,318","57,917,013",11.15,11.15,11.05,11.05,-0.05,"1,408"
109/08/06,"16,029,631","178,778,725",11.15,11.30,11.05,11.15,+0.10,"2,900"
109/08/07,"34,191,939","388,423,813",11.20,11.50,11.20,11.40,+0.25,"5,481"
109/08/10,"78,393,779","953,018,445",11.50,12.50,11.50,12.50,+1.10,"12,311"
109/08/11,"95,874,058","1,204,781,470",12.50,12.85,12.35,12.45,-0.05,"15,022"
109/08/12,"41,031,828","496,587,165",12.50,12.50,11.85,12.20,-0.25,"7,595"
109/08/13,"38,095,945","473,659,834",12.40,12.70,12.20,12.35,+0.15,"7,073"
109/08/14,"171,265,938","2,287,657,522",13.20,13.55,12.85,13.55,+1.20,"18,664"
109/08/17,"179,855,266","2,615,300,348",14.00,14.90,13.85,14.90,+1.35,"28,155"
109/08/18,"183,858,137","2,772,251,429",15.25,15.40,14.65,15.20,+0.30,"38,746"
109/08/19,"148,861,248","2,306,695,216",15.50,15.85,15.15,15.40,+0.20,"34,799"
109/08/20,"213,451,247","3,230,439,629",15.55,15.90,14.40,15.00,-0.40,"40,375"
109/08/21,"113,792,187","1,737,145,198",15.40,15.60,15.05,15.20,+0.20,"21,037"
109/08/24,"73,954,160","1,124,014,188",15.35,15.40,14.95,15.20, 0.00,"12,438"
109/08/25,"269,324,372","4,327,904,370",15.55,16.50,15.50,16.30,+1.10,"50,384"
109/08/26,"161,928,690","2,660,030,536",16.45,16.75,16.05,16.45,+0.15,"38,040"
109/08/27,"84,574,866","1,383,342,545",16.60,16.65,16.15,16.25,-0.20,"14,890"
109/08/28,"83,823,831","1,377,776,590",16.25,16.70,16.15,16.35,+0.10,"16,396"
109/08/31,"211,799,226","3,679,834,915",16.95,17.70,16.90,17.40,+1.05,"34,116"
109/09/01,"124,673,046","2,133,346,654",17.35,17.55,16.80,17.20,-0.20,"25,272"
109/09/02,"83,889,574","1,458,535,127",17.30,17.60,17.10,17.60,+0.40,"18,641"
109/09/03,"128,903,086","2,305,420,100",17.65,18.20,17.45,18.20,+0.60,"27,443"
109/09/04,"109,317,377","1,998,959,980",17.70,18.85,17.70,18.80,+0.60,"24,385"
109/09/07,"209,709,156","4,038,069,129",19.20,19.90,18.75,18.80, 0.00,"43,354"
109/09/08,"127,556,654","2,383,390,422",18.75,19.05,18.25,18.70,-0.10,"27,112"
109/09/09,"95,942,008","1,803,741,763",18.55,19.15,18.50,19.00,+0.30,"17,694"
109/09/10,"84,774,038","1,623,049,722",19.00,19.40,18.90,19.05,+0.05,"17,100"
109/09/11,"240,968,434","4,459,865,481",19.65,19.75,17.70,17.70,-1.35,"45,409"
109/09/14,"323,729,530","5,548,797,437",18.00,18.25,16.35,16.50,-1.20,"56,328"
109/09/15,"133,541,284","2,232,802,339",16.60,17.00,16.40,16.90,+0.40,"24,650"
109/09/16,"224,228,434","3,586,029,212",16.65,16.65,15.60,16.10,-0.80,"40,168"
109/09/17,"115,161,657","1,869,088,168",16.35,16.65,15.95,16.10, 0.00,"22,932"
109/09/18,"75,714,239","1,216,358,724",16.25,16.30,15.85,16.05,-0.05,"12,677"
109/09/21,"84,724,857","1,341,324,793",16.10,16.15,15.60,15.80,-0.25,"17,028"
109/09/22,"71,976,901","1,139,972,733",15.80,16.05,15.65,15.80, 0.00,"13,385"
109/09/23,"239,774,591","3,633,307,527",15.50,15.55,15.00,15.20,-0.60,"33,131"
109/09/24,"146,133,804","2,187,451,243",14.85,15.30,14.80,14.80,-0.40,"24,022"
109/09/25,"164,980,188","2,526,583,355",15.15,15.65,14.95,15.40,+0.60,"24,420"
109/09/28,"68,873,680","1,062,930,622",15.30,15.60,15.15,15.55,+0.15,"11,576"
109/09/29,"90,005,181","1,406,430,409",15.80,16.00,15.20,15.45,-0.10,"14,989"
109/09/30,"80,074,604","1,263,477,697",15.35,16.00,15.30,15.85,+0.40,"13,811"
109/10/05,"119,068,964","1,938,529,475",16.00,16.50,16.00,16.45,+0.60,"20,032"
109/10/06,"76,632,428","1,250,656,940",16.30,16.45,16.15,16.45, 0.00,"12,623"
109/10/07,"61,916,656","1,030,346,199",16.40,16.80,16.35,16.65,+0.20,"12,906"
109/10/08,"57,215,063","946,036,812",16.75,16.80,16.40,16.65, 0.00,"10,818"
109/10/12,"81,137,363","1,329,710,929",16.75,16.80,16.05,16.30,-0.35,"12,738"
109/10/13,"169,751,864","2,868,082,376",16.50,17.15,16.50,17.00,+0.70,"27,570"
109/10/14,"77,327,466","1,313,643,743",16.85,17.15,16.70,17.15,+0.15,"14,490"
109/10/15,"83,819,290","1,456,756,640",17.15,17.50,17.10,17.50,+0.35,"15,111"
109/10/16,"137,556,844","2,441,809,595",17.90,18.10,17.45,17.65,+0.15,"23,153"
109/10/19,"90,041,734","1,610,976,003",18.00,18.10,17.70,17.85,+0.20,"13,857"
109/10/20,"74,260,410","1,322,042,416",17.90,18.05,17.50,17.95,+0.10,"15,463"
109/10/21,"49,826,768","892,908,382",18.05,18.10,17.80,17.85,-0.10,"10,791"
109/10/22,"50,550,645","898,951,863",17.75,17.95,17.65,17.90,+0.05,"9,878"
109/10/23,"158,690,785","2,935,431,618",18.00,18.90,17.90,18.60,+0.70,"29,848"
109/10/26,"285,498,066","5,608,684,737",18.70,20.15,18.70,19.80,+1.20,"57,971"
109/10/27,"101,642,263","1,993,139,417",19.60,20.00,19.30,19.65,-0.15,"22,248"
109/10/28,"169,937,078","3,257,054,922",19.70,20.00,18.65,18.80,-0.85,"33,981"
109/10/29,"130,293,593","2,427,909,827",18.45,19.00,18.15,18.95,+0.15,"23,171"
109/10/30,"119,787,035","2,273,449,049",19.05,19.40,18.50,18.90,-0.05,"24,917"
109/11/02,"152,583,818","2,946,890,500",19.05,19.70,18.90,19.20,+0.30,"26,408"
109/11/03,"98,068,221","1,886,620,311",19.45,19.55,18.90,19.25,+0.05,"15,888"
109/11/04,"108,048,050","2,114,456,568",19.30,19.95,19.15,19.80,+0.55,"20,183"
109/11/05,"142,684,056","2,842,752,565",19.85,20.30,19.55,19.80, 0.00,"26,139"
109/11/06,"127,865,487","2,570,100,500",19.90,20.40,19.80,20.35,+0.55,"27,417"
109/11/09,"250,436,920","5,365,227,567",20.70,22.05,20.65,21.70,+1.35,"53,377"
109/11/10,"353,167,309","7,286,110,420",21.90,22.20,19.55,19.95,-1.75,"72,664"
109/11/11,"271,902,030","5,360,000,911",20.05,20.45,19.05,20.20,+0.25,"51,086"
109/11/12,"156,354,937","3,063,892,712",20.30,20.30,19.20,19.50,-0.70,"29,292"
109/11/13,"247,574,806","4,994,084,610",20.25,20.90,19.80,20.10,+0.60,"43,081"
109/11/16,"99,760,683","2,031,772,313",20.40,20.65,20.10,20.50,+0.40,"20,993"
109/11/17,"165,470,224","3,461,447,346",20.60,21.30,20.40,21.10,+0.60,"30,431"
109/11/18,"284,156,714","6,237,447,825",21.45,22.50,21.35,22.50,+1.40,"58,932"
109/11/19,"199,767,413","4,407,985,573",22.35,22.55,21.70,21.95,-0.55,"42,819"
109/11/20,"165,711,198","3,684,665,022",21.80,22.70,21.70,22.55,+0.60,"32,781"
109/11/23,"176,656,463","4,099,675,189",23.00,23.45,22.85,23.45,+0.90,"34,627"
109/11/24,"159,191,701","3,736,132,394",23.85,24.15,23.10,23.15,-0.30,"37,372"
109/11/25,"248,048,444","5,933,140,502",23.75,24.40,23.45,23.85,+0.70,"47,059"
109/11/26,"274,435,954","6,692,245,543",24.30,24.90,24.00,24.65,+0.80,"53,399"
109/11/27,"182,082,688","4,511,723,206",24.55,25.15,24.20,25.10,+0.45,"40,702"
109/11/30,"178,135,570","4,463,608,632",25.30,25.45,24.70,24.70,-0.40,"38,852"
109/12/01,"184,963,224","4,460,367,626",24.80,24.90,23.60,24.30,-0.40,"43,684"
109/12/02,"138,859,991","3,425,500,146",24.65,25.15,24.20,24.65,+0.35,"28,396"
109/12/03,"112,071,069","2,781,217,904",24.90,25.15,24.50,24.75,+0.10,"22,814"
109/12/04,"124,569,611","3,032,817,920",24.85,24.90,24.15,24.20,-0.55,"37,473"
109/12/07,"152,270,207","3,703,494,572",24.30,24.95,23.70,24.25,+0.05,"30,587"
109/12/08,"391,262,415","10,272,120,298",25.50,26.65,25.00,26.65,+2.40,"76,947"
109/12/09,"385,336,395","10,793,033,886",27.50,28.90,27.10,28.50,+1.85,"95,244"
109/12/10,"277,601,081","7,987,452,244",28.70,29.35,28.30,28.90,+0.40,"69,980"
109/12/11,"335,949,809","9,294,828,169",28.25,28.45,26.95,27.15,-1.75,"85,290"
109/12/14,"334,154,606","9,600,805,750",28.00,29.60,27.75,29.45,+2.30,"73,319"
109/12/15,"365,690,541","10,783,766,365",29.70,30.50,28.60,28.65,-0.80,"97,032"
109/12/16,"230,565,903","6,786,872,017",29.40,30.10,28.75,29.65,+1.00,"51,033"
109/12/17,"136,857,729","4,041,157,153",29.80,29.95,29.20,29.50,-0.15,"32,843"
109/12/18,"399,009,161","12,202,328,947",30.00,31.35,29.85,30.60,+1.10,"91,280"
109/12/21,"446,103,530","14,396,570,350",31.10,33.50,30.85,32.55,+1.95,"108,181"
109/12/22,"433,452,245","13,716,467,480",32.15,33.25,29.40,30.20,-2.35,"116,535"
109/12/23,"266,962,693","8,049,053,622",30.70,31.00,29.20,30.70,+0.50,"69,060"
109/12/24,"185,246,789","5,795,465,160",31.70,31.85,30.80,31.00,+0.30,"43,283"
109/12/25,"384,598,900","12,737,068,131",33.00,34.00,32.45,33.45,+2.45,"90,150"
109/12/28,"210,656,520","7,597,923,479",34.75,36.75,34.60,36.75,+3.30,"46,899"
109/12/29,"881,106,390","33,933,178,996",39.00,40.40,36.15,38.35,+1.60,"244,989"
109/12/30,"374,070,202","14,145,011,001",38.00,38.90,36.70,38.20,-0.15,"101,911"
109/12/31,"446,706,742","17,647,896,416",38.70,40.70,38.10,40.70,+2.50,"120,585"
110/01/04,"513,948,027","22,520,200,069",42.35,44.75,42.15,44.75,+4.05,"128,029"
110/01/05,"534,170,709","23,771,908,658",45.00,45.50,43.15,45.50,+0.75,"151,367"
110/01/06,"564,485,036","24,995,780,260",44.75,46.20,42.25,42.55,-2.95,"167,792"
110/01/07,"776,225,788","30,670,337,681",43.30,43.80,38.30,38.45,-4.10,"219,953"
110/01/08,"548,832,487","21,628,019,137",38.50,40.75,37.20,40.30,+1.85,"156,175"
110/01/11,"408,350,732","17,159,965,830",41.50,42.80,40.60,42.65,+2.35,"111,677"
110/01/12,"564,320,620","22,583,416,586",42.75,42.75,38.50,38.55,-4.10,"155,300"
110/01/13,"474,532,084","18,090,202,243",37.90,39.15,37.10,37.45,-1.10,"134,124"
110/01/14,"354,497,659","13,680,032,157",37.75,39.50,37.70,38.05,+0.60,"97,169"
110/01/15,"571,258,932","20,093,561,902",38.00,38.00,34.25,34.25,-3.80,"161,953"
110/01/18,"583,017,007","19,351,567,631",33.00,34.70,31.25,34.00,-0.25,"137,920"
110/01/19,"488,267,720","16,514,649,484",35.95,36.30,31.80,32.00,-2.00,"124,462"
110/01/20,"437,888,261","13,628,324,444",32.30,32.40,30.00,30.45,-1.55,"107,762"
110/01/21,"430,729,300","13,854,675,911",31.55,33.40,31.15,32.10,+1.65,"107,123"
110/01/22,"436,603,121","14,712,659,950",32.45,35.25,31.50,35.00,+2.90,"116,134"
110/01/25,"402,587,928","14,486,704,895",35.80,36.80,35.10,35.35,+0.35,"108,410"
110/01/26,"306,173,050","10,479,058,429",35.10,35.60,33.10,33.65,-1.70,"82,346"
110/01/27,"244,372,497","8,058,854,866",33.90,34.15,32.05,32.45,-1.20,"64,230"
110/01/28,"257,020,992","8,428,629,745",31.60,33.60,31.20,33.20,+0.75,"62,288"
110/01/29,"268,689,347","8,623,893,338",33.45,33.55,30.85,31.20,-2.00,"65,374"
110/02/01,"219,662,229","6,826,710,937",31.00,32.00,30.20,31.20, 0.00,"56,190"
110/02/02,"360,506,548","11,937,291,457",31.60,34.30,31.40,34.10,+2.90,"87,252"
110/02/03,"397,759,258","13,654,122,966",34.15,35.20,33.15,33.55,-0.55,"104,228"
110/02/04,"188,548,697","6,367,152,216",33.55,34.25,33.25,33.95,+0.40,"45,807"
110/02/05,"143,527,087","4,861,085,942",34.25,34.45,33.50,33.70,-0.25,"34,130"
110/02/17,"311,630,737","11,016,969,063",35.10,36.90,34.20,36.70,+3.00,"77,640"
110/02/18,"443,618,123","16,800,483,427",37.00,38.90,36.90,37.45,+0.75,"120,141"
110/02/19,"218,707,089","8,123,149,453",37.75,38.05,36.25,36.85,-0.60,"57,286"
110/02/22,"411,542,309","16,123,017,162",39.20,39.65,38.50,39.40,+2.55,"98,620"
110/02/23,"302,018,217","11,850,606,343",39.40,40.10,38.35,38.35,-1.05,"79,470"
110/02/24,"249,064,817","9,379,492,597",38.60,38.95,36.75,36.75,-1.60,"75,496"
110/02/25,"141,294,711","5,313,417,832",37.80,38.10,37.10,37.65,+0.90,"38,619"
110/02/26,"216,326,382","8,111,174,133",37.00,38.35,36.35,37.95,+0.30,"54,139"
110/03/02,"280,461,728","10,647,019,483",38.55,39.45,35.70,36.50,-1.45,"73,434"
110/03/03,"156,182,831","5,805,135,261",37.30,38.10,36.30,38.05,+1.55,"44,288"
110/03/04,"112,073,306","4,202,067,306",37.50,38.00,36.90,37.30,-0.75,"30,334"
110/03/05,"117,113,445","4,384,230,707",36.90,37.95,36.70,37.30, 0.00,"28,194"
110/03/08,"147,291,339","5,583,802,347",37.95,38.50,37.15,37.35,+0.05,"36,571"
110/03/09,"147,976,089","5,575,298,004",37.50,38.40,36.75,38.40,+1.05,"38,346"
110/03/10,"161,741,357","6,198,753,600",38.45,38.85,37.80,38.05,-0.35,"42,776"
110/03/11,"224,603,438","8,729,450,381",39.45,39.50,38.15,38.15,+0.10,"54,839"
110/03/12,"201,520,152","7,844,337,430",38.70,39.45,38.40,38.80,+0.65,"47,951"
110/03/15,"245,292,575","9,711,976,301",39.35,40.00,39.05,40.00,+1.20,"60,728"
110/03/16,"172,551,130","6,853,735,115",40.10,40.20,39.30,39.60,-0.40,"42,465"
110/03/17,"156,756,213","6,274,108,168",39.85,40.50,39.60,40.10,+0.50,"43,644"
110/03/18,"212,640,508","8,706,699,002",40.70,41.65,40.30,41.65,+1.55,"52,680"
110/03/19,"275,842,887","11,555,340,691",41.15,42.75,41.10,41.70,+0.05,"79,331"
110/03/22,"401,099,842","18,099,507,482",44.00,45.85,43.70,45.85,+4.15,"99,576"
110/03/23,"589,752,929","26,276,880,604",46.90,47.60,42.20,42.75,-3.10,"157,111"
110/03/24,"288,792,746","12,454,285,552",42.00,44.05,41.50,43.70,+0.95,"81,132"
110/03/25,"293,844,533","12,453,427,582",43.35,43.40,41.60,41.70,-2.00,"82,058"
