日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/03/10,"2,680,712","17,498,337",6.48,6.64,6.45,6.63,+0.05,695
109/03/11,"1,317,269","8,731,595",6.68,6.69,6.55,6.55,-0.08,407
109/03/12,"4,632,502","29,084,651",6.50,6.51,6.14,6.19,-0.36,"1,033"
109/03/13,"5,983,393","33,583,944",5.75,5.75,5.58,5.68,-0.51,"1,441"
109/03/16,"4,091,953","22,102,979",5.51,5.66,5.20,5.20,-0.48,"1,033"
109/03/17,"4,069,582","20,374,075",5.02,5.09,4.95,4.95,-0.25,"1,003"
109/03/18,"4,002,828","20,114,073",4.89,5.20,4.89,4.96,+0.01,"1,145"
109/03/19,"6,327,056","30,693,282",4.91,4.95,4.72,4.73,-0.23,"1,268"
109/03/20,"2,881,612","14,485,490",4.88,5.10,4.88,5.02,+0.29,809
109/03/23,"1,913,279","9,329,072",4.96,4.96,4.80,4.89,-0.13,495
109/03/24,"2,400,860","12,017,129",4.93,5.11,4.93,4.97,+0.08,588
109/03/25,"2,822,987","14,566,465",5.10,5.22,5.07,5.15,+0.18,804
109/03/26,"2,177,656","11,354,776",5.30,5.30,5.12,5.25,+0.10,640
109/03/27,"2,083,213","10,961,880",5.31,5.40,5.17,5.18,-0.07,579
109/03/30,"1,524,623","7,658,605",5.05,5.10,4.96,5.09,-0.09,398
109/03/31,"1,894,391","9,701,707",5.10,5.18,5.06,5.08,-0.01,439
109/04/01,"1,263,719","6,397,630",5.06,5.11,5.00,5.06,-0.02,400
109/04/06,"1,007,951","5,068,886",5.06,5.06,5.00,5.04,-0.02,357
109/04/07,"1,504,825","7,696,219",5.08,5.17,5.08,5.13,+0.09,495
109/04/08,"2,932,365","15,252,643",5.15,5.25,5.13,5.24,+0.11,798
109/04/09,"4,523,995","24,426,460",5.28,5.51,5.28,5.45,+0.21,"1,203"
109/04/10,"2,490,741","13,605,417",5.57,5.57,5.39,5.50,+0.05,685
109/04/13,"3,005,797","16,145,595",5.50,5.51,5.33,5.36,-0.14,721
109/04/14,"2,397,004","12,948,971",5.35,5.45,5.35,5.42,+0.06,516
109/04/15,"8,742,574","48,105,867",5.45,5.59,5.42,5.47,+0.05,"1,625"
109/04/16,"2,445,717","13,219,521",5.42,5.45,5.37,5.41,-0.06,682
109/04/17,"3,201,904","17,508,015",5.49,5.55,5.40,5.41, 0.00,850
109/04/20,"1,770,340","9,619,738",5.49,5.49,5.39,5.45,+0.04,333
109/04/21,"4,573,069","24,824,184",5.46,5.51,5.37,5.40,-0.05,881
109/04/22,"1,411,620","7,572,496",5.35,5.42,5.30,5.40, 0.00,386
109/04/23,"1,930,567","10,417,024",5.40,5.47,5.35,5.39,-0.01,821
109/04/24,"1,062,080","5,741,268",5.45,5.45,5.37,5.43,+0.04,286
109/04/27,"5,682,988","31,770,635",5.46,5.69,5.45,5.69,+0.26,"1,328"
109/04/28,"10,874,675","66,103,870",5.70,6.25,5.70,6.25,+0.56,"2,388"
109/04/29,"17,084,603","112,996,030",6.32,6.83,6.32,6.79,+0.54,"3,463"
109/04/30,"10,184,365","68,704,195",6.80,6.87,6.50,6.77,-0.02,"2,441"
109/05/04,"5,292,738","34,922,113",6.56,6.66,6.48,6.57,-0.20,"1,019"
109/05/05,"4,522,443","29,322,091",6.57,6.64,6.40,6.43,-0.14,"1,148"
109/05/06,"2,667,843","16,993,677",6.47,6.47,6.31,6.36,-0.07,721
109/05/07,"1,812,801","11,581,435",6.32,6.45,6.31,6.38,+0.02,489
109/05/08,"1,918,154","12,222,697",6.40,6.47,6.33,6.37,-0.01,557
109/05/11,"2,249,139","14,503,461",6.37,6.48,6.37,6.45,+0.08,634
109/05/12,"2,857,954","18,072,318",6.34,6.45,6.28,6.31,-0.14,724
109/05/13,"1,644,070","10,579,107",6.27,6.59,6.26,6.59,+0.28,541
109/05/14,"1,851,433","11,943,361",6.50,6.51,6.39,6.39,-0.20,593
109/05/15,"1,742,479","11,040,976",6.32,6.44,6.30,6.32,-0.07,426
109/05/18,"1,011,801","6,437,172",6.32,6.40,6.32,6.36,+0.04,318
109/05/19,"2,180,953","14,076,797",6.44,6.51,6.40,6.45,+0.09,599
109/05/20,"1,439,793","9,262,499",6.49,6.49,6.39,6.40,-0.05,393
109/05/21,"8,398,669","56,710,753",6.55,6.89,6.54,6.83,+0.43,"2,108"
109/05/22,"4,785,667","32,201,809",6.69,6.82,6.66,6.68,-0.15,971
109/05/25,"1,816,689","11,880,012",6.51,6.68,6.46,6.53,-0.15,540
109/05/26,"1,405,181","9,255,136",6.61,6.62,6.55,6.61,+0.08,410
109/05/27,"2,017,503","13,297,207",6.61,6.66,6.53,6.59,-0.02,455
109/05/28,"2,271,306","14,977,313",6.60,6.67,6.52,6.53,-0.06,564
109/05/29,"2,362,514","15,556,114",6.53,6.71,6.47,6.50,-0.03,550
109/06/01,"1,531,252","10,090,671",6.53,6.61,6.53,6.59,+0.09,417
109/06/02,"1,567,332","10,268,587",6.58,6.60,6.51,6.58,-0.01,357
109/06/03,"1,801,516","11,914,173",6.57,6.65,6.57,6.61,+0.03,495
109/06/04,"2,838,397","18,865,379",6.63,6.72,6.60,6.65,+0.04,756
109/06/05,"6,307,194","42,790,714",6.64,6.88,6.64,6.85,+0.20,"1,445"
109/06/08,"3,559,328","24,382,134",6.95,6.97,6.80,6.85, 0.00,"1,021"
109/06/09,"3,021,230","20,694,426",6.85,6.93,6.79,6.89,+0.04,811
109/06/10,"2,726,668","18,639,616",6.87,6.89,6.80,6.84,-0.05,633
109/06/11,"3,550,955","23,731,312",6.84,6.84,6.54,6.54,-0.30,998
109/06/12,"2,565,767","16,376,968",6.36,6.45,6.31,6.42,-0.12,675
109/06/15,"2,047,194","13,039,623",6.45,6.45,6.32,6.42, 0.00,547
109/06/16,"2,397,474","15,741,270",6.55,6.64,6.49,6.59,+0.17,598
109/06/17,"906,601","5,963,283",6.62,6.64,6.55,6.55,-0.04,327
109/06/18,"1,608,677","10,432,421",6.59,6.59,6.44,6.49,-0.06,475
109/06/19,"1,884,807","12,299,611",6.47,6.59,6.45,6.59,+0.10,437
109/06/22,"2,254,180","14,937,953",6.59,6.70,6.55,6.59, 0.00,586
109/06/23,"1,357,583","8,937,684",6.61,6.65,6.54,6.59, 0.00,403
109/06/24,"1,061,345","6,951,845",6.59,6.60,6.53,6.54,-0.05,273
109/06/29,"1,359,902","8,774,153",6.52,6.52,6.42,6.47,-0.07,385
109/06/30,"1,034,743","6,732,268",6.48,6.57,6.44,6.50,+0.03,263
109/07/01,"1,221,393","7,924,432",6.51,6.55,6.45,6.45,-0.05,400
109/07/02,"2,464,650","15,857,528",6.45,6.48,6.41,6.45, 0.00,493
109/07/03,"2,557,525","16,680,595",6.50,6.59,6.45,6.51,+0.06,666
109/07/06,"2,522,507","16,520,588",6.56,6.59,6.51,6.56,+0.05,710
109/07/07,"1,952,256","12,772,507",6.59,6.62,6.50,6.53,-0.03,492
109/07/08,"2,931,660","19,384,817",6.59,6.70,6.54,6.65,+0.12,766
109/07/09,"2,792,286","18,518,637",6.66,6.72,6.57,6.57,-0.08,584
109/07/10,"2,889,360","18,561,868",6.55,6.55,6.36,6.40,-0.17,773
109/07/13,"1,515,823","9,726,776",6.50,6.50,6.40,6.40, 0.00,496
109/07/14,"1,438,764","9,151,728",6.37,6.39,6.34,6.34,-0.06,465
109/07/15,"2,413,909","15,362,849",6.34,6.40,6.34,6.35,+0.01,440
109/07/16,"1,340,068","8,569,598",6.36,6.46,6.35,6.42,+0.07,382
109/07/17,"2,110,749","13,386,817",6.49,6.49,6.28,6.31,-0.11,544
109/07/20,"755,114","4,743,845",6.31,6.31,6.26,6.28,-0.03,262
109/07/21,"1,467,538","9,329,971",6.31,6.41,6.29,6.34,+0.06,507
109/07/22,"818,569","5,223,019",6.34,6.44,6.34,6.39,+0.05,294
109/07/23,"646,625","4,118,950",6.39,6.42,6.34,6.37,-0.02,225
109/07/24,"1,622,038","10,199,142",6.37,6.37,6.25,6.25,-0.12,459
109/07/27,"2,620,089","16,144,011",6.26,6.32,6.08,6.10,-0.15,685
109/07/28,"2,116,898","12,874,275",6.10,6.13,6.06,6.06,-0.04,451
109/07/29,"1,728,850","10,774,411",6.07,6.31,6.07,6.24,+0.18,451
109/07/30,"1,704,642","10,619,436",6.25,6.26,6.20,6.24, 0.00,347
109/07/31,"1,513,068","9,549,742",6.25,6.36,6.24,6.31,+0.07,399
109/08/03,"1,999,641","12,706,376",6.30,6.43,6.26,6.29,-0.02,548
109/08/04,"1,274,372","8,008,930",6.32,6.33,6.25,6.25,-0.04,358
109/08/05,"1,055,440","6,607,319",6.26,6.28,6.24,6.25, 0.00,311
109/08/06,"4,874,552","31,242,720",6.26,6.57,6.26,6.38,+0.13,"1,049"
109/08/07,"2,546,687","16,403,250",6.40,6.52,6.39,6.46,+0.08,752
109/08/10,"17,196,759","117,175,397",6.45,7.10,6.45,7.10,+0.64,"3,583"
109/08/11,"30,066,275","230,914,427",7.60,7.81,7.40,7.81,+0.71,"4,892"
109/08/12,"22,736,529","169,769,118",7.75,7.75,7.26,7.69,-0.12,"5,014"
109/08/13,"15,396,736","121,926,420",7.65,8.25,7.54,7.89,+0.20,"4,113"
109/08/14,"30,176,892","253,598,312",8.00,8.67,7.90,8.59,+0.70,"7,075"
109/08/17,"22,705,724","194,228,259",8.47,8.80,8.18,8.62,+0.03,"5,592"
109/08/18,"13,577,789","114,562,691",8.61,8.62,8.27,8.43,-0.19,"3,210"
109/08/19,"11,621,420","97,699,926",8.50,8.64,8.20,8.24,-0.19,"3,020"
109/08/20,"18,156,254","143,152,237",8.25,8.34,7.50,7.67,-0.57,"4,285"
