日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/08/04,"857,716","14,684,677",17.15,17.20,17.00,17.20,+0.15,404
109/08/05,"989,001","17,044,666",17.30,17.35,17.15,17.30,+0.10,321
109/08/06,"4,662,393","83,763,448",17.30,18.35,17.25,18.30,+1.00,"1,649"
109/08/07,"2,348,371","42,601,298",18.10,18.35,17.75,18.30, 0.00,831
109/08/10,"8,069,749","151,408,631",18.30,19.15,18.20,19.00,+0.70,"2,241"
109/08/11,"4,232,350","79,730,475",19.00,19.15,18.60,18.80,-0.20,"1,442"
109/08/12,"2,533,370","47,364,265",18.95,18.95,18.40,18.80, 0.00,909
109/08/13,"4,508,563","86,360,933",19.00,19.45,18.90,19.05,+0.25,"1,909"
109/08/14,"21,009,775","419,549,719",19.35,20.70,19.20,19.90,+0.85,"7,067"
109/08/17,"14,669,995","297,353,050",20.15,20.65,19.95,20.05,+0.15,"5,562"
109/08/18,"12,696,911","253,855,516",20.15,20.30,19.50,20.10,+0.05,"3,733"
109/08/19,"13,879,603","285,769,801",20.30,21.00,20.30,20.35,+0.25,"4,841"
109/08/20,"12,796,702","258,492,640",20.65,20.85,19.45,19.95,-0.40,"4,641"
109/08/21,"5,800,098","116,898,657",20.30,20.45,19.95,20.10,+0.15,"1,731"
109/08/24,"5,850,666","118,694,331",20.15,20.50,19.95,20.40,+0.30,"1,827"
109/08/25,"22,396,657","480,139,320",20.70,22.15,20.65,21.75,+1.35,"6,745"
109/08/26,"14,135,328","311,742,078",22.00,22.30,21.85,22.10,+0.35,"4,925"
109/08/27,"8,080,832","171,660,477",21.60,21.95,20.75,20.90,X0.00,"3,123"
109/08/28,"4,321,244","90,299,234",20.95,21.20,20.50,21.00,+0.10,"1,578"
109/08/31,"13,680,479","295,725,999",21.35,22.15,21.05,21.20,+0.20,"4,748"
109/09/01,"5,872,706","123,782,802",21.45,21.60,20.75,20.95,-0.25,"2,335"
109/09/02,"6,610,728","136,704,611",21.05,21.10,20.40,20.70,-0.25,"2,320"
109/09/03,"7,620,532","155,792,845",20.80,20.85,20.20,20.45,-0.25,"2,487"
109/09/04,"8,760,437","174,908,414",20.00,20.25,19.70,20.00,-0.45,"3,288"
109/09/07,"11,634,093","238,084,010",20.65,20.80,20.10,20.15,+0.15,"3,912"
109/09/08,"5,020,975","101,041,200",20.35,20.45,19.95,20.00,-0.15,"2,191"
109/09/09,"5,055,079","102,114,656",19.80,20.55,19.55,20.40,+0.40,"1,854"
109/09/10,"3,752,082","76,679,464",20.50,20.60,20.25,20.40, 0.00,"1,349"
109/09/11,"7,004,987","141,265,886",20.65,20.70,19.85,20.00,-0.40,"2,225"
109/09/14,"6,679,549","131,884,056",20.15,20.15,19.50,19.75,-0.25,"2,060"
109/09/15,"5,961,503","116,393,554",19.75,19.85,19.35,19.80,+0.05,"2,387"
109/09/16,"5,299,366","105,265,345",19.80,20.15,19.45,20.10,+0.30,"1,653"
109/09/17,"2,890,650","58,247,910",20.10,20.30,20.00,20.20,+0.10,"1,040"
109/09/18,"3,382,626","68,807,341",20.20,20.45,20.15,20.30,+0.10,"1,645"
109/09/21,"2,385,947","48,090,931",20.30,20.35,20.00,20.20,-0.10,780
109/09/22,"2,052,945","40,784,404",20.10,20.10,19.65,19.85,-0.35,643
109/09/23,"3,573,624","69,819,264",19.70,19.90,19.35,19.50,-0.35,"1,435"
109/09/24,"5,897,873","112,967,323",19.10,19.50,18.95,19.20,-0.30,"1,730"
109/09/25,"15,240,590","309,635,953",19.70,20.90,19.70,20.45,+1.25,"5,610"
109/09/28,"27,096,745","580,951,764",20.60,22.00,20.50,21.65,+1.20,"10,793"
109/09/29,"24,889,661","536,090,881",21.65,22.50,20.65,21.00,-0.65,"8,656"
109/09/30,"8,013,807","170,376,687",21.00,21.50,20.70,21.25,+0.25,"2,792"
109/10/05,"20,748,865","460,437,936",21.35,22.85,21.35,22.85,+1.60,"7,495"
109/10/06,"19,375,054","443,931,495",22.70,23.50,22.10,23.45,+0.60,"7,800"
109/10/07,"19,995,218","479,975,183",23.45,24.50,23.05,24.45,+1.00,"8,014"
109/10/08,"14,704,540","348,380,016",24.30,24.45,23.20,23.80,-0.65,"5,415"
109/10/12,"11,071,233","253,333,430",23.50,23.60,22.45,23.15,-0.65,"4,376"
109/10/13,"28,936,118","708,489,821",23.25,25.40,23.20,25.05,+1.90,"11,440"
109/10/14,"14,639,769","360,557,792",24.70,25.40,24.25,24.55,-0.50,"5,977"
109/10/15,"7,860,020","190,548,573",24.35,24.80,23.85,24.05,-0.50,"3,427"
109/10/16,"6,104,317","145,944,161",24.15,24.40,23.50,23.55,-0.50,"2,490"
109/10/19,"4,141,400","97,178,963",23.60,23.95,23.15,23.55, 0.00,"1,789"
109/10/20,"20,587,748","509,282,660",23.65,25.30,23.40,25.25,+1.70,"8,349"
109/10/21,"17,269,649","436,252,610",25.45,25.75,24.85,25.30,+0.05,"6,555"
109/10/22,"5,884,019","144,578,063",25.00,25.20,24.20,24.45,-0.85,"2,571"
109/10/23,"6,370,876","158,245,694",24.60,25.20,24.55,24.60,+0.15,"2,418"
109/10/26,"30,613,780","798,511,900",24.80,27.05,24.80,26.85,+2.25,"11,578"
109/10/27,"10,242,682","269,626,504",26.50,26.80,26.00,26.10,-0.75,"5,491"
109/10/28,"12,151,080","323,471,008",26.30,27.40,26.10,26.15,+0.05,"5,409"
109/10/29,"8,907,695","235,149,913",25.60,26.95,25.40,26.70,+0.55,"3,769"
109/10/30,"6,899,684","182,136,126",26.70,26.80,26.05,26.20,-0.50,"2,823"
109/11/02,"25,006,277","686,930,044",26.80,28.30,26.30,27.00,+0.80,"10,197"
109/11/03,"25,635,685","721,721,348",27.20,28.90,27.15,28.60,+1.60,"10,357"
109/11/04,"15,321,443","433,385,740",28.45,28.90,27.65,28.90,+0.30,"6,569"
109/11/05,"10,523,187","304,373,883",28.70,29.35,28.35,28.95,+0.05,"4,778"
109/11/06,"7,452,409","216,901,619",29.00,29.40,28.75,29.35,+0.40,"3,127"
109/11/09,"16,500,422","523,056,814",30.75,32.25,30.65,32.25,+2.90,"5,666"
109/11/10,"68,534,346","2,148,987,119",32.00,33.60,29.10,29.80,-2.45,"27,591"
109/11/11,"48,011,264","1,489,443,375",30.40,32.70,29.00,32.45,+2.65,"20,033"
109/11/12,"21,969,931","691,612,294",32.00,32.45,30.70,31.20,-1.25,"9,596"
109/11/13,"24,372,293","759,303,619",31.40,32.45,30.35,30.60,-0.60,"9,798"
109/11/16,"18,774,915","594,692,154",31.60,32.25,31.10,31.55,+0.95,"7,706"
109/11/17,"31,627,272","1,034,490,719",31.55,34.10,31.25,33.35,+1.80,"12,952"
109/11/18,"51,747,718","1,827,068,870",33.10,36.60,32.85,36.40,+3.05,"21,085"
109/11/19,"65,137,644","2,405,700,484",36.25,38.25,35.50,37.45,+1.05,"28,725"
109/11/20,"27,322,021","1,021,973,202",37.20,38.00,36.75,36.75,-0.70,"11,391"
109/11/23,"25,979,303","980,307,827",37.75,38.40,37.20,37.45,+0.70,"10,716"
109/11/24,"19,540,433","730,836,481",38.30,38.35,36.65,37.20,-0.25,"9,251"
109/11/25,"51,761,959","2,033,254,977",38.20,40.90,37.60,40.90,+3.70,"21,263"
109/11/26,"79,504,077","3,328,702,225",41.50,44.20,39.95,40.65,-0.25,"35,836"
109/11/27,"35,534,110","1,485,129,897",41.00,43.35,40.25,43.00,+2.35,"16,672"
109/11/30,"33,222,963","1,436,148,544",43.60,44.20,42.70,43.70,+0.70,"13,548"
109/12/01,"36,476,225","1,527,517,521",43.50,43.70,41.05,41.10,-2.60,"16,270"
109/12/02,"39,486,272","1,593,696,401",41.50,41.80,39.50,40.00,-1.10,"18,636"
109/12/03,"30,344,932","1,217,391,680",40.35,41.40,39.10,39.50,-0.50,"14,153"
109/12/04,"31,278,030","1,201,958,750",39.55,39.90,37.65,38.00,-1.50,"14,140"
109/12/07,"37,515,853","1,434,613,666",38.50,39.90,36.80,38.25,+0.25,"15,729"
109/12/08,"67,399,531","2,761,803,837",39.20,42.00,38.80,40.60,+2.35,"27,832"
109/12/09,"53,216,725","2,208,945,778",41.05,42.25,40.80,41.40,+0.80,"19,725"
109/12/10,"43,014,915","1,803,840,152",42.00,42.95,41.25,41.40, 0.00,"19,169"
109/12/11,"39,682,675","1,602,166,863",41.80,42.15,38.95,38.95,-2.45,"17,515"
109/12/14,"34,791,759","1,415,578,802",39.60,41.80,39.35,40.75,+1.80,"15,299"
109/12/15,"42,090,430","1,724,503,058",41.15,42.45,39.50,40.00,-0.75,"17,644"
109/12/16,"18,540,743","756,821,345",41.10,41.40,40.30,41.00,+1.00,"8,008"
109/12/17,"30,478,538","1,271,571,560",41.40,42.50,40.50,42.35,+1.35,"13,035"
109/12/18,"81,988,730","3,574,014,956",42.75,44.30,42.60,43.20,+0.85,"33,848"
109/12/21,"86,225,094","3,956,824,868",43.75,47.50,43.30,47.50,+4.30,"33,921"
109/12/22,"158,067,756","7,481,456,952",47.75,50.40,42.75,43.15,-4.35,"66,384"
109/12/23,"71,692,516","3,144,848,308",43.50,45.50,42.25,45.45,+2.30,"28,351"
109/12/24,"50,793,423","2,325,211,861",45.80,46.70,45.00,45.25,-0.20,"20,430"
109/12/25,"89,599,265","4,296,206,821",47.50,49.20,46.50,48.00,+2.75,"38,277"
109/12/28,"94,547,015","4,912,502,313",48.70,52.80,48.50,52.80,+4.80,"33,934"
109/12/29,"213,472,223","11,350,999,042",53.80,57.70,48.15,49.35,-3.45,"90,464"
109/12/30,"106,506,131","5,286,001,109",50.40,51.50,47.60,50.10,+0.75,"45,081"
109/12/31,"88,314,793","4,565,966,781",50.20,53.00,49.65,52.90,+2.80,"35,771"
110/01/04,"143,668,548","8,015,043,491",54.50,57.50,53.30,57.10,+4.20,"58,283"
110/01/05,"90,161,460","4,978,085,323",57.30,57.30,53.80,54.60,-2.50,"36,911"
110/01/06,"72,871,392","3,830,082,190",54.50,55.50,50.00,50.30,-4.30,"31,869"
110/01/07,"102,293,642","4,822,915,009",51.20,51.60,45.30,47.35,-2.95,"43,517"
110/01/08,"64,996,010","3,133,836,129",47.35,49.50,46.00,48.50,+1.15,"27,291"
110/01/11,"53,566,297","2,655,359,003",48.60,50.70,48.00,50.40,+1.90,"21,570"
110/01/12,"90,386,728","4,454,945,407",52.10,52.50,47.05,49.05,-1.35,"36,079"
110/01/13,"40,316,331","1,968,148,167",49.30,49.80,47.95,48.00,-1.05,"16,062"
110/01/14,"44,425,592","2,191,581,035",48.25,50.20,48.00,48.05,+0.05,"18,057"
110/01/15,"57,214,946","2,545,278,538",47.15,47.40,43.25,43.25,-4.80,"25,547"
110/01/18,"76,043,889","3,280,935,762",42.20,45.10,40.60,45.10,+1.85,"29,423"
110/01/19,"58,284,199","2,614,187,293",46.75,47.20,42.60,43.20,-1.90,"22,988"
110/01/20,"46,660,763","1,991,639,070",43.35,44.00,41.75,42.10,-1.10,"18,073"
110/01/21,"50,181,468","2,203,350,603",43.00,45.70,42.70,42.70,+0.60,"19,816"
110/01/22,"33,948,071","1,502,722,894",42.70,45.50,42.35,44.80,+2.10,"14,630"
110/01/25,"29,096,143","1,336,943,440",45.00,46.90,44.85,45.65,+0.85,"13,229"
110/01/26,"28,592,054","1,306,689,946",46.00,46.80,44.80,45.60,-0.05,"12,157"
110/01/27,"20,152,317","911,906,347",46.10,46.40,44.25,44.55,-1.05,"7,906"
110/01/28,"25,370,707","1,141,453,206",43.80,45.85,43.15,44.75,+0.20,"9,859"
110/01/29,"18,736,744","816,177,060",45.10,45.45,42.15,42.80,-1.95,"7,694"
110/02/01,"20,712,622","867,846,076",43.00,43.50,40.95,41.35,-1.45,"9,860"
110/02/02,"48,302,611","2,097,865,120",41.80,45.10,41.15,43.50,+2.15,"19,893"
110/02/03,"29,315,667","1,267,546,889",43.30,44.20,41.80,42.25,-1.25,"12,018"
110/02/04,"15,474,972","663,039,273",42.40,43.85,42.00,43.50,+1.25,"6,779"
110/02/05,"18,947,858","810,861,687",43.50,43.60,42.20,42.20,-1.30,"8,312"
110/02/17,"25,286,107","1,091,560,758",43.05,44.65,42.10,43.90,+1.70,"11,126"
110/02/18,"43,902,797","2,007,007,223",44.65,47.50,44.30,45.25,+1.35,"20,301"
110/02/19,"16,284,910","728,005,970",45.00,45.55,44.15,44.50,-0.75,"8,329"
110/02/22,"42,619,987","2,004,028,169",46.90,47.70,46.30,46.75,+2.25,"16,392"
110/02/23,"32,833,895","1,556,013,816",47.05,48.65,46.60,46.70,-0.05,"14,319"
110/02/24,"22,843,938","1,065,920,617",47.05,47.80,45.65,46.00,-0.70,"10,390"
110/02/25,"18,625,761","884,165,254",47.10,48.25,46.75,47.30,+1.30,"7,947"
110/02/26,"20,358,622","965,236,990",46.80,48.20,46.20,47.95,+0.65,"9,094"
110/03/02,"33,791,540","1,613,513,148",48.20,50.00,44.65,45.50,-2.45,"15,672"
110/03/03,"16,225,584","755,231,260",46.50,47.85,45.25,47.30,+1.80,"7,507"
110/03/04,"11,643,782","539,881,369",47.30,47.30,45.75,46.05,-1.25,"5,839"
110/03/05,"7,456,944","343,275,593",45.45,46.70,45.30,45.85,-0.20,"3,695"
110/03/08,"11,755,556","544,027,345",46.45,47.20,45.30,45.40,-0.45,"5,369"
110/03/09,"18,914,366","886,952,386",45.70,48.00,45.45,47.50,+2.10,"8,443"
110/03/10,"17,476,763","823,805,490",47.20,47.95,46.50,47.00,-0.50,"7,770"
110/03/11,"21,068,862","1,004,701,421",48.30,48.40,47.20,47.25,+0.25,"8,017"
110/03/12,"19,414,488","931,501,502",47.55,48.80,47.20,47.40,+0.15,"7,909"
110/03/15,"19,014,229","922,729,148",48.10,49.05,47.90,48.70,+1.30,"7,778"
110/03/16,"11,631,165","562,746,685",48.70,48.75,47.85,48.65,-0.05,"4,752"
110/03/17,"12,102,756","593,944,299",48.90,49.55,48.55,49.00,+0.35,"5,805"
110/03/18,"14,108,302","702,159,103",49.55,50.10,49.25,49.95,+0.95,"6,303"
110/03/19,"19,257,626","957,498,916",49.75,50.70,48.60,49.55,-0.40,"9,356"
110/03/22,"57,423,035","3,094,407,322",52.60,54.50,52.10,54.50,+4.95,"20,026"
110/03/23,"69,781,330","3,711,359,953",54.90,56.00,50.60,51.70,-2.80,"27,737"
110/03/24,"22,641,711","1,176,165,578",51.00,52.90,50.60,52.00,+0.30,"9,922"
110/03/25,"17,488,435","887,639,796",52.20,52.30,49.85,49.90,-2.10,"8,220"
110/03/26,"25,559,889","1,315,763,266",50.60,53.40,49.95,52.90,+3.00,"10,397"
110/03/29,"42,276,732","2,316,848,594",53.50,55.90,53.20,55.40,+2.50,"18,199"
110/03/30,"32,517,683","1,775,188,245",55.80,56.30,53.20,54.60,-0.80,"13,395"
110/03/31,"54,574,145","3,069,851,878",55.00,57.80,54.80,55.10,+0.50,"22,636"
110/04/01,"38,562,953","2,160,294,795",56.00,56.90,55.40,55.90,+0.80,"14,433"
110/04/06,"34,548,155","1,961,286,477",56.80,57.80,54.80,57.40,+1.50,"14,763"
110/04/07,"30,733,728","1,779,524,418",57.30,59.00,56.00,58.70,+1.30,"13,514"
110/04/08,"26,822,370","1,574,623,200",58.50,59.50,57.50,58.90,+0.20,"10,650"
110/04/09,"25,576,454","1,469,021,983",58.80,58.80,56.00,58.20,-0.70,"11,576"
110/04/12,"41,428,830","2,607,696,521",59.90,64.00,59.60,64.00,+5.80,"17,480"
110/04/13,"48,200,656","3,105,762,368",64.40,66.80,62.50,64.30,+0.30,"20,674"
110/04/14,"56,468,148","3,658,841,094",65.40,67.60,61.30,65.30,+1.00,"24,705"
110/04/15,"24,587,793","1,621,629,427",65.30,67.30,64.00,66.70,+1.40,"10,814"
110/04/16,"37,308,481","2,604,519,497",67.20,73.30,66.80,73.30,+6.60,"16,682"
