日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/04/19,"43,698,940","3,468,912,913",76.30,80.60,76.20,80.60,+7.30,"17,570"
110/04/20,"70,234,224","5,661,838,031",82.90,83.90,78.20,81.50,+0.90,"33,196"
110/04/21,"48,567,787","4,238,033,024",81.80,89.60,80.40,89.60,+8.10,"21,737"
110/04/22,"97,190,675","9,049,285,400",93.00,98.20,85.10,85.80,-3.80,"48,582"
110/04/23,"43,388,946","3,653,151,110",89.20,90.50,80.00,82.00,-3.80,"22,272"
110/04/26,"30,987,324","2,748,675,204",84.80,90.20,84.30,90.20,+8.20,"12,095"
110/04/27,"57,059,229","5,324,932,582",91.90,96.00,90.00,91.20,+1.00,"28,683"
110/04/28,"46,320,522","4,408,508,497",93.90,98.20,91.30,92.50,+1.30,"24,215"
110/04/29,"27,872,774","2,584,735,186",94.80,95.30,90.10,94.70,+2.20,"14,907"
110/05/03,"85,917,961","8,685,398,219",98.90,104.00,96.00,101.50,+6.80,"41,351"
110/05/04,"74,821,203","7,150,372,564",99.30,102.50,91.40,91.40,-10.10,"35,517"
110/05/05,"60,549,549","5,601,290,222",90.60,96.20,86.20,92.50,+1.10,"28,939"
110/05/06,"55,450,766","5,084,050,381",95.00,96.30,87.30,89.90,-2.60,"28,052"
110/05/07,"40,152,658","3,628,643,226",92.00,92.80,87.80,92.30,+2.40,"20,517"
110/05/10,"64,344,031","6,360,052,436",95.30,101.50,93.50,101.50,+9.20,"32,879"
110/05/11,"83,483,343","8,421,070,792",99.90,106.00,94.00,98.70,-2.80,"39,818"
110/05/12,"47,470,803","4,351,877,376",93.80,96.70,88.90,88.90,-9.80,"21,899"
110/05/13,"49,102,435","3,988,206,152",80.10,86.60,80.10,80.10,-8.80,"20,770"
110/05/14,"80,649,644","6,278,558,453",82.10,84.00,73.00,81.60,+1.50,"39,809"
110/05/17,"87,858,857","6,865,470,838",76.10,83.60,74.20,78.20,-3.40,"42,140"
110/05/18,"33,160,674","2,807,479,701",82.90,86.00,80.00,86.00,+7.80,"13,709"
110/05/19,"77,980,129","7,231,071,373",90.00,94.60,87.80,94.60,+8.60,"34,008"
110/05/20,"143,366,821","14,404,229,509",94.10,104.00,92.00,104.00,+9.40,"54,363"
110/05/21,"73,376,940","8,290,558,283",110.00,114.00,109.50,114.00,+10.00,"20,536"
110/05/24,"128,697,005","15,601,891,282",117.00,125.00,116.00,125.00,+11.00,"55,936"
110/05/25,"167,451,509","20,686,225,321",132.50,135.50,112.50,116.50,-8.50,"78,999"
110/05/26,"116,460,828","14,255,825,055",119.00,128.00,114.00,128.00,+11.50,"50,257"
110/05/27,"193,383,841","26,817,372,630",137.00,140.50,133.00,140.50,+12.50,"71,016"
110/05/28,"142,549,752","21,318,747,001",147.00,154.50,143.00,154.50,+14.00,"64,771"
110/05/31,"44,528,971","6,691,523,604",161.00,161.00,142.00,145.00,-9.50,"25,927"
110/06/01,"23,700,678","3,605,214,451",148.00,159.50,142.00,159.50,+14.50,"14,849"
110/06/02,"26,213,451","4,275,609,742",159.50,172.00,157.00,160.00,+0.50,"16,042"
110/06/03,"16,481,522","2,682,726,792",164.50,166.00,159.00,161.00,+1.00,"10,718"
110/06/04,"14,789,981","2,334,058,610",159.00,162.00,155.00,155.50,-5.50,"10,666"
110/06/07,"14,152,946","2,116,294,969",157.00,157.00,140.00,153.00,-2.50,"10,517"
110/06/08,"17,542,018","2,830,559,670",153.00,165.00,153.00,165.00,+12.00,"11,364"
110/06/09,"14,725,212","2,368,568,173",165.00,165.00,157.00,160.00,-5.00,"9,393"
110/06/10,"13,338,834","2,074,131,791",162.00,162.00,150.00,159.00,-1.00,"8,849"
110/06/11,"24,076,970","4,100,238,007",162.00,174.50,162.00,174.50,+15.50,"15,298"
110/06/15,"36,557,365","6,873,026,403",182.00,191.50,182.00,191.50,+17.00,"13,671"
110/06/16,"94,396,098","19,511,252,121",207.50,210.50,197.00,205.50,+14.00,"49,483"
110/06/17,"108,839,543","22,247,742,583",210.50,213.00,196.00,206.00,+0.50,"62,119"
110/06/18,"148,405,056","32,489,339,398",206.00,226.50,201.00,226.50,+20.50,"72,829"
110/06/21,"111,866,578","27,323,537,398",228.00,249.00,226.50,249.00,+22.50,"50,497"
110/06/22,"192,565,780","50,921,219,736",267.00,273.00,251.00,251.00,+2.00,"105,453"
110/06/23,"270,589,534","65,964,784,486",246.00,262.00,226.00,226.00,-25.00,"145,340"
110/06/24,"132,739,049","31,830,266,730",227.50,248.50,223.00,248.50,+22.50,"63,946"
110/06/25,"194,547,230","51,941,053,824",265.00,273.00,255.00,273.00,+24.50,"105,436"
110/06/28,"104,821,433","30,869,594,948",287.00,300.00,286.00,300.00,+27.00,"53,605"
110/06/29,"280,229,178","86,362,284,928",314.50,323.00,290.00,292.00,-8.00,"166,990"
110/06/30,"168,328,930","52,112,226,600",296.00,321.00,296.00,321.00,+29.00,"92,782"
110/07/01,"299,468,387","101,894,581,360",335.50,353.00,317.50,336.00,+15.00,"172,602"
110/07/02,"154,739,817","51,511,247,051",344.50,348.00,310.50,326.50,-9.50,"102,049"
110/07/05,"144,603,688","45,130,814,410",336.00,337.00,297.00,302.00,-24.50,"99,033"
110/07/06,"135,601,336","41,815,632,682",304.00,324.00,294.00,296.00,-6.00,"97,658"
110/07/07,"162,241,157","46,840,570,948",296.00,309.50,266.50,276.50,-19.50,"120,639"
110/07/08,"220,981,080","62,915,744,062",281.50,304.00,258.00,304.00,+27.50,"131,952"
110/07/09,"195,095,817","56,657,700,070",290.00,306.50,274.00,275.00,-29.00,"128,517"
110/07/12,"147,602,179","42,855,366,829",294.50,302.50,275.00,287.00,+12.00,"92,399"
110/07/13,"145,089,241","40,386,560,293",299.00,301.50,258.50,258.50,-28.50,"97,416"
110/07/14,"204,047,004","51,499,903,017",261.50,270.00,235.50,253.50,-5.00,"126,291"
110/07/15,"140,575,690","37,800,729,734",264.50,278.50,257.00,278.50,+25.00,"84,010"
110/07/16,"217,936,045","63,552,434,102",288.00,304.00,280.00,286.00,+7.50,"135,998"
110/07/19,"128,978,222","37,537,522,047",293.00,298.00,282.00,286.00, 0.00,"75,110"
110/07/20,"135,313,236","36,620,621,342",286.50,286.50,258.00,260.50,-25.50,"87,645"
110/07/21,"178,796,466","45,253,838,620",270.50,277.00,234.50,238.50,-22.00,"110,038"
110/07/22,"201,956,685","46,248,088,779",247.00,247.00,216.00,240.00,+1.50,"120,677"
110/07/23,"149,676,040","36,575,608,965",248.00,255.00,234.50,240.00, 0.00,"90,540"
110/07/26,"99,324,727","22,685,264,032",239.00,239.50,216.00,216.50,-23.50,"59,705"
110/07/27,"151,627,170","31,222,658,425",207.00,216.00,198.00,205.00,-11.50,"88,585"
110/07/28,"219,304,693","45,881,129,587",207.50,225.50,199.00,225.50,+20.50,"125,838"
110/07/29,"190,664,079","45,620,951,184",235.00,248.00,227.00,248.00,+22.50,"109,022"
110/07/30,"206,378,898","50,321,803,229",250.00,257.00,223.50,223.50,-24.50,"125,355"
110/08/02,"183,600,360","41,247,810,372",223.50,241.50,210.50,232.00,+8.50,"108,304"
110/08/03,"128,748,470","29,964,574,474",230.00,240.00,225.50,229.00,-3.00,"72,591"
110/08/04,"77,725,621","18,132,727,020",231.00,238.00,230.00,233.00,+4.00,"42,931"
110/08/05,"84,177,499","18,994,540,141",234.50,235.50,216.50,221.00,-12.00,"50,485"
110/08/06,"132,080,809","30,804,724,436",221.00,242.50,218.00,231.00,+10.00,"77,792"
110/08/09,"98,870,872","23,179,477,427",233.00,240.00,228.00,229.00,-2.00,"57,021"
110/08/10,"129,817,758","29,932,872,793",237.00,239.50,219.00,225.00,-4.00,"72,497"
110/08/11,"135,933,225","29,634,452,055",227.00,228.00,205.00,217.00,-8.00,"77,789"
110/08/12,"103,072,085","22,744,755,305",221.00,230.00,214.00,230.00,+13.00,"59,461"
110/08/13,"118,955,210","26,897,819,441",228.00,232.00,215.00,215.00,-15.00,"68,877"
110/08/16,"108,555,045","23,192,730,454",217.00,218.50,206.00,215.00, 0.00,"56,994"
110/08/17,"70,049,794","14,929,579,674",218.00,219.00,205.50,205.50,-9.50,"39,081"
110/08/18,"106,866,704","22,898,487,275",205.00,226.00,201.00,226.00,+20.50,"60,708"
110/08/19,"172,898,371","38,571,219,532",228.00,234.00,210.50,213.00,-13.00,"93,883"
110/08/20,"104,732,610","22,888,687,954",219.00,225.50,213.00,225.50,+12.50,"56,779"
